name,details,ratings,reviews_count,positive_feedbacks,negetive_feedbacks
Shine,Internet | Gurgaon / Gurugram +20 other locations,2.8,142,,Promotions / Appraisal | Company Culture | Work Satisfaction
Prestige Estates Projects,Real Estate | Bangalore / Bengaluru +9 other locations,4.4,143,Job Security | Company Culture | Work Life Balance,
Spc Life Sciences,Pharma | Ankleshwar +5 other locations,3.5,143,,Company Culture | Job Security | Promotions / Appraisal
HelpAge India,Non-Profit | New Delhi +51 other locations,4.1,142,Work Life Balance | Company Culture,Promotions / Appraisal | Job Security
DigiLantern,IT Services & Consulting | Noida +5 other locations,3.9,142,Work Life Balance | Skill Development / Learning | Company Culture,
Vitech Systems Asia,IT Services & Consulting | Hyderabad / Secunderabad +2 other locations,3.6,142,,Work Satisfaction | Skill Development / Learning | Promotions / Appraisal
SmartQ - Bottle Lab Technologies,Software Product | Bangalore / Bengaluru +11 other locations,4.0,142,Company Culture | Work Life Balance | Job Security,Promotions / Appraisal
WWICS Group,Travel & Tourism | Chandigarh +18 other locations,3.3,142,,Job Security | Promotions / Appraisal | Salary & Benefits
GXO,Mumbai +12 other locations,3.9,142,Work Life Balance | Company Culture | Job Security,Promotions / Appraisal
New India Co-Op Bank,Banking | Mumbai +6 other locations,3.1,142,,Promotions / Appraisal | Job Security | Salary & Benefits
Amec Foster Wheeler,Oil & Gas | Chennai +14 other locations,3.8,142,Company Culture,Promotions / Appraisal | Salary & Benefits
Apcotex Industries,Chemicals | Navi Mumbai +10 other locations,3.7,142,Work Life Balance,Promotions / Appraisal | Salary & Benefits | Company Culture
LimeRoad,Internet | Gurgaon / Gurugram +7 other locations,2.5,142,,Promotions / Appraisal | Job Security | Company Culture
vSplash Techlabs,IT Services & Consulting | Hyderabad / Secunderabad +3 other locations,2.0,142,,Work Life Balance | Work Satisfaction | Skill Development / Learning
rebootXP,Management Consulting | Noida +4 other locations,3.5,142,,Job Security | Promotions / Appraisal | Company Culture
Zuno General Insurance,Mumbai +9 other locations,4.1,142,Work Life Balance | Job Security | Salary & Benefits,
Ford Motor Credit Company,Financial Services | Chennai +15 other locations,4.0,142,Job Security | Company Culture | Work Life Balance,Promotions / Appraisal
Dealmoney Securities,Financial Services | Mumbai +17 other locations,3.2,142,,Promotions / Appraisal | Work Satisfaction | Salary & Benefits
RevFin,Financial Services | New Delhi +26 other locations,4.2,143,Company Culture | Work Life Balance | Work Satisfaction,
ITC Group,Bangalore / Bengaluru +36 other locations,3.8,142,Job Security,Promotions / Appraisal | Work Satisfaction
"Apollo Gleneagles Hospitals, Kolkata",Healthcare | Kolkata +1 other locations,4.0,142,Job Security | Work Life Balance | Skill Development / Learning,Promotions / Appraisal | Salary & Benefits
DIC India,Chemicals | Noida +15 other locations,3.9,142,Job Security | Company Culture | Work Life Balance,Promotions / Appraisal
Creative Garments,Fashion & Textile | Mumbai +13 other locations,3.8,142,,Job Security | Promotions / Appraisal | Company Culture
Costa Coffee,Beverage | New Delhi +26 other locations,3.4,142,,Promotions / Appraisal | Company Culture | Work Satisfaction
Puma Energy,Power | Mumbai +8 other locations,3.0,142,Salary & Benefits,Job Security | Company Culture | Skill Development / Learning
Bsa Corporation,Auto Components | Pune +25 other locations,3.6,142,,Promotions / Appraisal | Company Culture | Job Security
DOGUS SOMA JV,Engineering & Construction | Mumbai +3 other locations,4.2,142,Work Life Balance | Company Culture | Work Satisfaction,
CL Educate,Education & Training | New Delhi +23 other locations,3.9,142,Job Security | Company Culture | Work Life Balance,Promotions / Appraisal | Salary & Benefits | Skill Development / Learning
W3Softech India,IT Services & Consulting | Hyderabad / Secunderabad +2 other locations,4.2,142,Company Culture | Skill Development / Learning | Work Life Balance,
Sms Integrated Facility Services,Facility Management Services | Mumbai +26 other locations,4.2,142,Company Culture | Work Life Balance | Work Satisfaction,
Shakti Precision Components,Other | Bangalore / Bengaluru +6 other locations,3.5,142,,Promotions / Appraisal | Job Security | Salary & Benefits
Kitex Garments,Fashion & Textile | Kochi +16 other locations,3.7,142,,Promotions / Appraisal | Skill Development / Learning
BAIF Development Research Foundation,Non-Profit | Pune +46 other locations,3.5,142,Job Security,Salary & Benefits | Promotions / Appraisal | Company Culture
Camlin Fine Sciences,Chemicals | Mumbai +14 other locations,3.4,142,,Promotions / Appraisal | Company Culture | Skill Development / Learning
Digital Aptech,IT Services & Consulting | Kolkata +2 other locations,4.4,142,Company Culture | Work Life Balance | Work Satisfaction,
Ewac Alloys,Industrial Machinery | Ankleshwar +34 other locations,4.2,142,Skill Development / Learning | Company Culture | Job Security,Promotions / Appraisal | Salary & Benefits
Purnartha Investment Advisors,Financial Services | Pune +14 other locations,3.5,142,,Work Satisfaction | Job Security | Promotions / Appraisal
Haldiram Bhujiawala,Food Processing | Kolkata +37 other locations,3.1,141,,Job Security | Promotions / Appraisal | Salary & Benefits
Ultratech India,Pharma | Mumbai +52 other locations,3.8,141,Job Security,Promotions / Appraisal
Mosaic Wellness,Fitness & Wellness | Mumbai +8 other locations,3.7,141,,Job Security | Promotions / Appraisal | Work Satisfaction
Evonith Metallics,Wardha +6 other locations,3.9,141,Job Security | Work Life Balance,Promotions / Appraisal
Lester Infoservices,BPO | Mumbai +3 other locations,3.3,141,,Promotions / Appraisal | Skill Development / Learning | Work Satisfaction
Sohan Lal Commodity Management,Logistics | New Delhi +27 other locations,4.1,141,Company Culture | Work Life Balance | Work Satisfaction,
Bombay Hospital,Healthcare | Mumbai +5 other locations,3.5,141,,Promotions / Appraisal | Company Culture | Work Satisfaction
Toll Group,Logistics | Pune +18 other locations,4.1,141,Company Culture | Work Life Balance | Work Satisfaction,
Pharmed,Pharma | Bangalore / Bengaluru +33 other locations,4.1,141,Skill Development / Learning | Company Culture | Work Satisfaction,
Modenik Lifestyle,Fashion & Textile | Bangalore / Bengaluru +29 other locations,3.6,141,,Promotions / Appraisal | Skill Development / Learning
AVIZVA,IT Services & Consulting | Gurgaon / Gurugram +4 other locations,2.5,141,,Job Security | Promotions / Appraisal | Work Satisfaction
SKS Fasteners,Auto Components | Pune +5 other locations,3.3,141,,Job Security | Company Culture | Work Life Balance
PMI Electro Mobility Solutions,Automobile | Dharuhera +19 other locations,3.7,142,,Promotions / Appraisal | Company Culture | Work Satisfaction
NewAge Software & Solutions,IT Services & Consulting | Chennai +8 other locations,3.6,141,,Promotions / Appraisal | Salary & Benefits
JConnect Infotech,Recruitment | Noida +7 other locations,3.4,141,,Promotions / Appraisal | Work Satisfaction | Job Security
Oaknorth Bank,Banking | Gurgaon / Gurugram +3 other locations,2.8,141,,Job Security | Skill Development / Learning | Company Culture
Moving Picture Company,Media & Entertainment | Bangalore / Bengaluru +15 other locations,3.8,141,Skill Development / Learning,Job Security | Promotions / Appraisal | Salary & Benefits
Fedora Solutions,IT Services & Consulting | Ahmedabad +1 other locations,3.4,141,,Work Satisfaction | Promotions / Appraisal | Company Culture
Mehta Cad Cam Systems,Industrial Machinery | Ahmedabad +19 other locations,4.0,142,Work Life Balance | Job Security | Work Satisfaction,Salary & Benefits | Promotions / Appraisal
Shyplite,Logistics | New Delhi +2 other locations,3.8,141,Work Life Balance | Salary & Benefits | Company Culture,
Saudi Oger,Engineering & Construction | Riyadh +13 other locations,4.6,141,Company Culture | Work Satisfaction | Job Security,
Trell,Internet | Bangalore / Bengaluru +14 other locations,3.1,141,,Job Security | Promotions / Appraisal | Work Satisfaction
Western Coalfields,Metals & Mining | Nagpur +18 other locations,4.4,141,Work Satisfaction | Job Security | Salary & Benefits,
Dipty Lal Judge Mal,Retail | Noida +11 other locations,4.0,142,Company Culture | Job Security | Salary & Benefits,
Vipul Motors,Automobile | Faridabad +7 other locations,3.8,141,Work Life Balance | Work Satisfaction,Promotions / Appraisal
JCBL,Auto Components | Chandigarh +17 other locations,3.1,142,,Job Security | Promotions / Appraisal | Company Culture
GKN Sinter Metals,Auto Components | Pune +9 other locations,4.0,141,,Promotions / Appraisal
Liebherr,Industrial Machinery | Mumbai +25 other locations,3.9,141,Job Security | Work Life Balance | Salary & Benefits,Promotions / Appraisal
Stantec,Engineering & Construction | Pune +7 other locations,3.6,141,Job Security,Promotions / Appraisal | Work Satisfaction | Skill Development / Learning
Everest Group,Analytics & KPO | Gurgaon / Gurugram +15 other locations,3.2,141,,Skill Development / Learning | Work Satisfaction | Promotions / Appraisal
Delval Flow Controls,Industrial Machinery | Pune +8 other locations,4.1,141,Job Security | Company Culture | Work Life Balance,
Kotak Mahindra Asset Management Company,Financial Services | Mumbai +53 other locations,4.0,141,Work Life Balance | Company Culture | Work Satisfaction,Promotions / Appraisal
Digamber Finance,Financial Services | Jaipur +41 other locations,4.1,141,Work Life Balance | Work Satisfaction | Skill Development / Learning,
Nesma Trading,Engineering & Construction | Al Khobar +11 other locations,4.0,141,Job Security | Company Culture | Work Life Balance,Promotions / Appraisal
BlueBinaries Engineering and Solutions,Software Product | Bangalore / Bengaluru +5 other locations,2.8,141,,Job Security | Promotions / Appraisal | Work Satisfaction
General Diagnostics International Private Limited,Healthcare | Mumbai +23 other locations,3.2,141,,Promotions / Appraisal | Work Satisfaction | Job Security
Alp Overseas,Auto Components | Neemrana +12 other locations,3.5,141,,Company Culture | Work Satisfaction | Promotions / Appraisal
SRV Media,Marketing & Advertising | Pune +7 other locations,3.2,141,,Work Life Balance | Work Satisfaction | Promotions / Appraisal
Abryl Laboratories Manufacturing Unit,Pharma | Chandigarh +8 other locations,3.6,141,Salary & Benefits | Promotions / Appraisal,Company Culture | Job Security
Virtusa Software Services,IT Services & Consulting | Chennai +9 other locations,3.4,141,,Company Culture | Promotions / Appraisal | Work Satisfaction
Giridhan Metal,Asansol +12 other locations,4.0,141,Work Life Balance | Job Security | Skill Development / Learning,Promotions / Appraisal
Recykal,Internet | Hyderabad / Secunderabad +9 other locations,4.2,141,Work Life Balance | Company Culture | Job Security,
Amps Electrical Facility Services,Facility Management Services | Bangalore / Bengaluru +16 other locations,2.9,140,,Promotions / Appraisal | Job Security | Company Culture
Exicom Tele Systems,Gurgaon / Gurugram +11 other locations,4.1,140,Company Culture | Work Satisfaction | Work Life Balance,Promotions / Appraisal | Salary & Benefits
Him Teknoforge,Auto Components | Baddi +12 other locations,3.6,140,,Company Culture | Work Satisfaction | Promotions / Appraisal
Shinhan Bank,Banking | Mumbai +9 other locations,3.5,140,Work Life Balance,Skill Development / Learning | Job Security | Promotions / Appraisal
Space Matrix Design Consultants,Architecture & Interior Design | Bangalore / Bengaluru +10 other locations,3.6,140,,Promotions / Appraisal | Work Life Balance | Work Satisfaction
Echelon Institute of Technology,Education & Training | Faridabad +4 other locations,4.4,140,Company Culture | Work Life Balance | Job Security,
Alniche Life Sciences,Pharma | New Delhi +26 other locations,3.7,140,,Skill Development / Learning | Job Security
HYOSUNG T&D,Electrical Equipment | Pune +5 other locations,3.9,140,Work Life Balance | Job Security,Promotions / Appraisal
Meghmani Group,Bharuch +12 other locations,3.4,141,,Job Security | Promotions / Appraisal | Skill Development / Learning
SunTec Business Solutions,IT Services & Consulting | Thiruvananthapuram +10 other locations,3.0,140,,Work Life Balance | Company Culture | Work Satisfaction
GMP Technical Solutions,Industrial Machinery | Mumbai +20 other locations,3.9,140,Job Security | Company Culture | Work Life Balance,Promotions / Appraisal
Sage Metals,Metals & Mining | New Delhi +8 other locations,3.6,141,,Promotions / Appraisal | Job Security | Salary & Benefits
B.P. Poddar Hospital & Medical Research,Healthcare | Kolkata +3 other locations,2.9,140,,Promotions / Appraisal | Company Culture | Work Satisfaction
Arch Pharmalabs,Pharma | Mumbai +14 other locations,3.6,140,Job Security,Promotions / Appraisal | Salary & Benefits
Jhajharia Nirman Limited,Bilaspur +31 other locations,4.3,140,Company Culture | Work Life Balance | Job Security,
Ramco Steels,Iron & Steel | Faridabad +6 other locations,4.0,141,Salary & Benefits | Work Life Balance | Skill Development / Learning,
Allyis India,IT Services & Consulting | Hyderabad / Secunderabad +4 other locations,3.2,140,,Job Security | Promotions / Appraisal | Skill Development / Learning
KDDL,Metals & Mining | Bangalore / Bengaluru +9 other locations,3.8,140,Work Life Balance,Promotions / Appraisal | Company Culture | Work Satisfaction
Hansa Cequity,Marketing & Advertising | Mumbai +5 other locations,3.1,140,,Promotions / Appraisal | Salary & Benefits | Work Life Balance
Executive Ship Management,Ports & Shipping | Mumbai +14 other locations,3.8,140,Work Life Balance | Salary & Benefits | Job Security,
KEM Hospital,Healthcare | Pune +5 other locations,3.9,142,Company Culture | Job Security | Skill Development / Learning,Promotions / Appraisal | Salary & Benefits
